id,jp,zh,notes
menu_dic_362#2,友情出思！,友情出演！,ram_1006_menu
menu_dic_363#0,ファイナルファンタジー,最终幻想,ram_1006_menu
menu_dic_363#1,タクティクスからの,战略版的,ram_1006_menu
menu_dic_363#2,友情出思！,友情出演！,ram_1006_menu
menu_dic_364#0,フロントミッション4からの,来自《前线任务4》的,ram_1006_menu
menu_dic_364#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_365#0,ファイナルファンタジー,最终幻想,ram_1006_menu
menu_dic_365#1,タクティクスアドバンスからの,战略版Advance的,ram_1006_menu
menu_dic_365#2,友情出思！,友情出演！,ram_1006_menu
menu_dic_366#0,ロマンシング・サガ3からの,来自《浪漫沙加3》的,ram_1006_menu
menu_dic_366#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_367#0,教・動空変選うまでもなく,参加动机：不必选,ram_1006_menu
menu_dic_367#1,部隊気戦なのだよ！,就是部队气战！,ram_1006_menu
menu_dic_367#2,,,ram_1006_menu
menu_dic_367#3,惑力使変この攻撃力で,擅长：用这攻击力,ram_1006_menu
menu_dic_367#4,をけちらしてみせよう！,把它们赶跑给你们看！,ram_1006_menu
menu_dic_367#5,,,ram_1006_menu
menu_dic_367#6,明楽占待変戦いの弱は,兴趣特技：战斗的职,ram_1006_menu
menu_dic_367#7,ひとりにしてほしい！,请让我一个人！,ram_1006_menu
menu_dic_368#0,ロマンシング・サガからの,来自《浪漫沙加》的,ram_1006_menu
menu_dic_368#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_369#0,サガ・フロンティアからの,来自《沙加开拓者》的,ram_1006_menu
menu_dic_369#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_37#0,教・動空変力解とかさ,参加动机：零花钱什么的,ram_1006_menu
menu_dic_37#1,やっぱかせぎたいじゃん？,果然还是想赚吧？,ram_1006_menu
menu_dic_37#2,,,ram_1006_menu
menu_dic_37#3,惑力使変ぶっちゃけ、生は,擅长：说真的，脸,ram_1006_menu
menu_dic_37#4,かなり惑界できるね！,能迷倒不少人！,ram_1006_menu
menu_dic_37#5,,,ram_1006_menu
menu_dic_37#6,明楽占待変この帰が降くんだから,兴趣特技：这张脸能扛事,ram_1006_menu
menu_dic_37#7,軍読は、かなりもらうぜ！,薪水得给够！,ram_1006_menu
menu_dic_370#0,教・動空変あはは！,参加动机：啊哈哈！,ram_1006_menu
menu_dic_370#1,きんちょうするなぁ！,好紧张啊！,ram_1006_menu
menu_dic_370#2,,,ram_1006_menu
menu_dic_370#3,惑力使変そう始われても,擅长：就算这么问,ram_1006_menu
menu_dic_370#4,置っちゃったなぁ！,也忘了啊！,ram_1006_menu
menu_dic_370#5,,,ram_1006_menu
menu_dic_370#6,明楽占待変がんばんなきゃ,兴趣特技：不加油,ram_1006_menu
menu_dic_370#7,しかられちゃうよねぇ！,会被骂吧！,ram_1006_menu
menu_dic_371#0,教・動空変本を撃うお読が,参加动机：买书的钱,ram_1006_menu
menu_dic_371#1,なくなってしまって！,没了！,ram_1006_menu
menu_dic_371#2,,,ram_1006_menu
menu_dic_371#3,惑力使変戦いなど、本当は,擅长：打仗这种事，其实,ram_1006_menu
menu_dic_371#4,したくないのですが！,并不想做！,ram_1006_menu
menu_dic_371#5,,,ram_1006_menu
menu_dic_371#6,明楽占待変お読のためです！,兴趣特技：为了钱！,ram_1006_menu
menu_dic_371#7,やむをえません！,没办法！,ram_1006_menu
menu_dic_372#0,教・動空変初のぶつかりあいを,参加动机：想亲眼看看,ram_1006_menu
menu_dic_372#1,心・で見たかったんだよ！,剑与剑的碰撞！,ram_1006_menu
menu_dic_372#2,,,ram_1006_menu
menu_dic_372#3,惑力使変戦い、逃好きだぜ。,擅长：战斗，超喜欢。,ram_1006_menu
menu_dic_372#4,たまんねぇよなぁ！,受不了啊！,ram_1006_menu
menu_dic_372#5,,,ram_1006_menu
menu_dic_372#6,明楽占待変帰は怖いから,兴趣特技：俺很可怕,ram_1006_menu
menu_dic_372#7,役に立たないんだけどな！,派不上用场就是了！,ram_1006_menu
menu_dic_373#0,教・動空変きりふだって,参加动机：王牌,ram_1006_menu
menu_dic_373#1,一強使ってみたかったんだ！,想用一次看看！,ram_1006_menu
menu_dic_373#2,,,ram_1006_menu
menu_dic_373#3,惑力使変気合編が敗いから,擅长：气势编成很强,ram_1006_menu
menu_dic_373#4,きりふだ使わせてくれよ！,让我用王牌！,ram_1006_menu
menu_dic_373#5,,,ram_1006_menu
menu_dic_373#6,明楽占待変つまりインロウだろ！,兴趣特技：也就是印笼吧！,ram_1006_menu
menu_dic_373#7,きりふだってさ！,王牌这东西。,ram_1006_menu
menu_dic_374#0,教・動空変こんなことより,参加动机：这种事还不如,ram_1006_menu
menu_dic_374#1,スケボーしてぇよ！,滑滑板！,ram_1006_menu
menu_dic_374#2,,,ram_1006_menu
menu_dic_374#3,惑力使変能力もスタミナも,擅长：能力和耐力,ram_1006_menu
menu_dic_374#4,けっこう与いぜ！,都相当低！,ram_1006_menu
menu_dic_374#5,,,ram_1006_menu
menu_dic_374#6,明楽占待変ついでに,兴趣特技：顺便,ram_1006_menu
menu_dic_374#7,やる気もだけどな！,干劲也是！,ram_1006_menu
menu_dic_375#0,聖初収使2からの,来自《圣剑传说2》的,ram_1006_menu
menu_dic_375#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_376#0,サガ・フロンティア2からの,来自《沙加开拓者2》的,ram_1006_menu
menu_dic_376#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_377#0,教・動空変やっぱいいじゃん,参加动机：果然不错吧,ram_1006_menu
menu_dic_377#1,部隊ってさ。,部队这东西。,ram_1006_menu
menu_dic_377#2,,,ram_1006_menu
menu_dic_377#3,惑力使変戦いなら全復／に,擅长：打仗的话全方位,ram_1006_menu
menu_dic_377#4,かなり復）だね！,相当擅长！,ram_1006_menu
menu_dic_377#5,,,ram_1006_menu
menu_dic_377#6,明楽占待変バトル中のハナ場は,兴趣特技：战斗中的鼻毛,ram_1006_menu
menu_dic_377#7,気にしないでくれよ！,请别在意！,ram_1006_menu
menu_dic_378#0,聖初収使3からの,来自《圣剑传说3》的,ram_1006_menu
menu_dic_378#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_379#0,ファイナルファンタジー12からの,来自《最终幻想12》的,ram_1006_menu
menu_dic_379#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_38#0,教・動空変終末に始われたんだ！,参加动机：孩子们说了！,ram_1006_menu
menu_dic_38#1,部隊ってかっこいいよね、って！,部队好帅啊！,ram_1006_menu
menu_dic_38#2,,,ram_1006_menu
menu_dic_38#3,惑力使変これといって,擅长：说起来,ram_1006_menu
menu_dic_38#4,復）なことはないですね！,没什么特别出色的！,ram_1006_menu
menu_dic_38#5,,,ram_1006_menu
menu_dic_38#6,明楽占待変待激、終末に喜いに,兴趣特技：定期回孩子们那儿,ram_1006_menu
menu_dic_38#7,帰ってもいいですかね？,看看，可以吗？,ram_1006_menu
menu_dic_380#0,デュープリズムからの,来自《双界仪》的,ram_1006_menu
menu_dic_380#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_381#0,ロマンシング・サガからの,来自《浪漫沙加》的,ram_1006_menu
menu_dic_381#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_382#0,教・動空変部隊与・、オレの,参加动机：部队以外，俺的,ram_1006_menu
menu_dic_382#1,役占、変えられるかい？,工作，你能改吗？,ram_1006_menu
menu_dic_382#2,,,ram_1006_menu
menu_dic_382#3,惑力使変この攻撃力で,擅长：用这攻击力,ram_1006_menu
menu_dic_382#4,をけちらしてみせるさ！,把它们赶跑给你们看！,ram_1006_menu
menu_dic_382#5,,,ram_1006_menu
menu_dic_382#6,明楽占待変オレに・づくと,兴趣特技：靠近俺,ram_1006_menu
menu_dic_382#7,ケガするぜ！決まった。,会受伤！说好的。,ram_1006_menu
menu_dic_383#0,ロマンシング・サガからの,来自《浪漫沙加》的,ram_1006_menu
menu_dic_383#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_384#0,教・動空変あんまり始いたく,参加动机：不太想说,ram_1006_menu
menu_dic_384#1,ないんだよなぁ！,啊！,ram_1006_menu
menu_dic_384#2,,,ram_1006_menu
menu_dic_384#3,惑力使変食欲／には,擅长：派得上用场方面,ram_1006_menu
menu_dic_384#4,かなりいけるつもり！,自认相当行！,ram_1006_menu
menu_dic_384#5,,,ram_1006_menu
menu_dic_384#6,明楽占待変でもハッキングのが,兴趣特技：不过黑客更,ram_1006_menu
menu_dic_384#7,復）だね！,擅长！,ram_1006_menu
menu_dic_385#0,教・動空変道体教・なの。,参加动机：是研究动机。,ram_1006_menu
menu_dic_385#1,部隊はやりたくないの。,不想当部队。,ram_1006_menu
menu_dic_385#2,,,ram_1006_menu
menu_dic_385#3,惑力使変だから、道体に,擅长：所以说，想当,ram_1006_menu
menu_dic_385#4,なりたいんだってば。,研究员啊。,ram_1006_menu
menu_dic_385#5,,,ram_1006_menu
menu_dic_385#6,明楽占待変お備いだから,兴趣特技：拜托,ram_1006_menu
menu_dic_385#7,解将してくれよ。,解雇我。,ram_1006_menu
menu_dic_386#0,教・動空変教十きが,参加动机：探险是,ram_1006_menu
menu_dic_386#1,しゅみのオレが,兴趣的我,ram_1006_menu
menu_dic_386#2,,,ram_1006_menu
menu_dic_386#3,惑力使変ダンジョンなどという,擅长：却钻进迷宫这种,ram_1006_menu
menu_dic_386#4,友いところに,深的地方,ram_1006_menu
menu_dic_386#5,,,ram_1006_menu
menu_dic_386#6,明楽占待変激と,兴趣特技：和妖精,ram_1006_menu
menu_dic_386#7,もぐってしまった！,一起钻进去了！,ram_1006_menu
menu_dic_387#0,ファイナルファンタジー2からの,来自《最终幻想2》的,ram_1006_menu
menu_dic_387#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_388#0,ロマンシング・サガ2からの,来自《浪漫沙加2》的,ram_1006_menu
menu_dic_388#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_389#0,クロノ・クロスからの,来自《穿越时空》的,ram_1006_menu
menu_dic_389#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_39#0,教・動空変せっかくだから,参加动机：难得有机会,ram_1006_menu
menu_dic_39#1,たまごを使ってみたくて！,想用用蛋！,ram_1006_menu
menu_dic_39#2,,,ram_1006_menu
menu_dic_39#3,惑力使変空体でーりこんでるし,擅长：空手很能打,ram_1006_menu
menu_dic_39#4,スタミナはあるよ！,耐力也有！,ram_1006_menu
menu_dic_39#5,,,ram_1006_menu
menu_dic_39#6,明楽占待変空体サークルッて,兴趣特技：有空手道社团,ram_1006_menu
menu_dic_39#7,ありますか？,吗？,ram_1006_menu
menu_dic_390#0,クロノ・トリガーからの,来自《时空之轮》的,ram_1006_menu
menu_dic_390#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_391#0,ヤンキー任！からの,来自《不良魂！》的,ram_1006_menu
menu_dic_391#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_392#0,ロマンシング・サガからの,来自《浪漫沙加》的,ram_1006_menu
menu_dic_392#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_393#0,フロントミッション3からの,来自《前线任务3》的,ram_1006_menu
menu_dic_393#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_394#0,教・動空変あはははっ！,参加动机：啊哈哈哈！,ram_1006_menu
menu_dic_394#1,あはははははっ！,啊哈哈哈哈哈！,ram_1006_menu
menu_dic_394#2,,,ram_1006_menu
menu_dic_394#3,惑力使変オレは見た。,擅长：俺看见了。,ram_1006_menu
menu_dic_394#4,オレは見たんだ。,俺看见了。,ram_1006_menu
menu_dic_394#5,,,ram_1006_menu
menu_dic_394#6,明楽占待変ダンジョンの中で,兴趣特技：在迷宫里,ram_1006_menu
menu_dic_394#7,怖ろしいものをなぁ。,看见了可怕的东西啊。,ram_1006_menu
menu_dic_395#0,ムサシ・サムライレジェンドからの,来自《武藏传》的,ram_1006_menu
menu_dic_395#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_396#0,フロントミッションからの,来自《前线任务》的,ram_1006_menu
menu_dic_396#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_397#0,ファイナルファンタジー9からの,来自《最终幻想9》的,ram_1006_menu
menu_dic_397#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_398#0,教・動空変カトリイヌちゃん,参加动机：卡特莉·伊努酱,ram_1006_menu
menu_dic_398#1,かわいーんだもん。,好可爱嘛。,ram_1006_menu
menu_dic_398#2,,,ram_1006_menu
menu_dic_398#3,惑力使変イヌちゃんの,擅长：为了伊努酱,ram_1006_menu
menu_dic_398#4,ために、がんばるよ。,加油。,ram_1006_menu
menu_dic_398#5,,,ram_1006_menu
menu_dic_398#6,明楽占待変イヌちゃんと,兴趣特技：想和伊努酱,ram_1006_menu
menu_dic_398#7,小じユニットがいいな。,同一个小队。,ram_1006_menu
menu_dic_399#0,教・動空変大、部隊を,参加动机：以前，当过,ram_1006_menu
menu_dic_399#1,やってたんだよ！,部队！,ram_1006_menu
menu_dic_399#2,,,ram_1006_menu
menu_dic_399#3,惑力使変あたしの攻撃,擅长：我的进攻,ram_1006_menu
menu_dic_399#4,けっこう効くよ。,挺有效。,ram_1006_menu
menu_dic_399#5,,,ram_1006_menu
menu_dic_399#6,明楽占待変だからって,兴趣特技：就算这样,ram_1006_menu
menu_dic_399#7,ナメないでよね。,也别小看我。,ram_1006_menu
menu_dic_40#0,教・動空変集団にいいかなって,参加动机：觉得对健康好,ram_1006_menu
menu_dic_40#1,思ったんだけど！,才想来的！,ram_1006_menu
menu_dic_40#2,,,ram_1006_menu
menu_dic_40#3,惑力使変逃げ足には,擅长：逃跑的腿脚,ram_1006_menu
menu_dic_40#4,惑中があるな！,有自信！,ram_1006_menu
menu_dic_40#5,,,ram_1006_menu
menu_dic_40#6,明楽占待変眠る待心,兴趣特技：睡觉时间,ram_1006_menu
menu_dic_40#7,金日8待心はありますか？,每天有8小时吗？,ram_1006_menu
menu_dic_400#0,ヤンキー任！からの,来自《不良魂！》的,ram_1006_menu
menu_dic_400#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_401#0,教・動空変長のいい部隊に,参加动机：被说话好的部队,ram_1006_menu
menu_dic_401#1,さそわれたのさ！,邀请了！,ram_1006_menu
menu_dic_401#2,,,ram_1006_menu
menu_dic_401#3,惑力使変攻撃力に,擅长：攻击力,ram_1006_menu
menu_dic_401#4,惑中があるね！,有自信！,ram_1006_menu
menu_dic_401#5,,,ram_1006_menu
menu_dic_401#6,明楽占待変マスカット部隊,兴趣特技：马斯卡特部队,ram_1006_menu
menu_dic_401#7,連気にしてるかなぁ！,在意恋人吗！,ram_1006_menu
menu_dic_402#0,教・動空変だってだって。,参加动机：因为因为。,ram_1006_menu
menu_dic_402#1,カッコイイ部隊がいたの。,有帅气的部队。,ram_1006_menu
menu_dic_402#2,,,ram_1006_menu
menu_dic_402#3,惑力使変初でも食でも,擅长：无论剑还是手,ram_1006_menu
menu_dic_402#4,攻撃力バツグンだよ。,攻击力一流。,ram_1006_menu
menu_dic_402#5,,,ram_1006_menu
menu_dic_402#6,明楽占待変ロックフォールさんに,兴趣特技：洛克福尔先生,ram_1006_menu
menu_dic_402#7,もう1。喜いたいな！,好想再见到一秒！,ram_1006_menu
menu_dic_403#0,ドラゴンクエスト4からの,来自《勇者斗恶龙4》的,ram_1006_menu
menu_dic_403#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_404#0,ドラッグ・オン・ドラグーンからの,来自《龙骑士》的,ram_1006_menu
menu_dic_404#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_405#0,教・動空変だけじゃない,参加动机：想从事不只是那个的,ram_1006_menu
menu_dic_405#1,役占につきたかったの！,工作！,ram_1006_menu
menu_dic_405#2,,,ram_1006_menu
menu_dic_405#3,惑力使変早さに負しては,擅长：速度方面,ram_1006_menu
menu_dic_405#4,けっこうデキるつもり！,自认挺行！,ram_1006_menu
menu_dic_405#5,,,ram_1006_menu
menu_dic_405#6,明楽占待変人心負敵は,兴趣特技：人际关系,ram_1006_menu
menu_dic_405#7,サバサバしてるのがいいよ！,还是干脆的好！,ram_1006_menu
menu_dic_406#0,教・動空変やってみたかったの！,参加动机：一直想试试！,ram_1006_menu
menu_dic_406#1,大からずっと！,从前就！,ram_1006_menu
menu_dic_406#2,,,ram_1006_menu
menu_dic_406#3,惑力使変中体に戦えるとは,擅长：普通能打,ram_1006_menu
menu_dic_406#4,思うんだけどなぁ！,我是这么想的！,ram_1006_menu
menu_dic_406#5,,,ram_1006_menu
menu_dic_406#6,明楽占待変こういう役占,兴趣特技：这种工作,ram_1006_menu
menu_dic_406#7,はじめてだから不明かも！,第一次，也许不安！,ram_1006_menu
menu_dic_407#0,教・動空変どうせだったら,参加动机：反正的话,ram_1006_menu
menu_dic_407#1,ハデな役占したいしね！,想干派手的工作！,ram_1006_menu
menu_dic_407#2,,,ram_1006_menu
menu_dic_407#3,惑力使変威力／には,擅长：威力方面,ram_1006_menu
menu_dic_407#4,いいセンいってる思うよ！,感觉走在不错的线上！,ram_1006_menu
menu_dic_407#5,,,ram_1006_menu
menu_dic_407#6,明楽占待変ジルバできたえた,兴趣特技：看看吉鲁巴练出来的,ram_1006_menu
menu_dic_407#7,足さばきを見て。,步法。,ram_1006_menu
menu_dic_408#0,フロントミッション4からの,来自《前线任务4》的,ram_1006_menu
menu_dic_408#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_409#0,デュープリズムからの,来自《双界仪》的,ram_1006_menu
menu_dic_409#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_41#0,教・動空変待解の号投世は,参加动机：商业的最终形态,ram_1006_menu
menu_dic_41#1,ここにある、と思ったからさ！,我觉得就在这儿！,ram_1006_menu
menu_dic_41#2,,,ram_1006_menu
menu_dic_41#3,惑力使変こういっちゃなんだけど,擅长：这么说有点那个,ram_1006_menu
menu_dic_41#4,けっこう商識だよ、帰！,俺还挺有商业头脑！,ram_1006_menu
menu_dic_41#5,,,ram_1006_menu
menu_dic_41#6,明楽占待変アルマムーンに,兴趣特技：阿尔玛之月上,ram_1006_menu
menu_dic_41#7,もっと商星妹ふやしてよ！,再多开点商业设施啊！,ram_1006_menu
menu_dic_410#0,フロントミッション2からの,来自《前线任务2》的,ram_1006_menu
menu_dic_410#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_411#0,教・動空変いーじゃないの！,参加动机：有什么不好！,ram_1006_menu
menu_dic_411#1,自由なんかなんでもさ！,理由怎样都好！,ram_1006_menu
menu_dic_411#2,,,ram_1006_menu
menu_dic_411#3,惑力使変食欲／にイケてる,擅长：自认挺能,ram_1006_menu
menu_dic_411#4,つもりだよっ！,派上用场！,ram_1006_menu
menu_dic_411#5,,,ram_1006_menu
menu_dic_411#6,明楽占待変どうせだから,兴趣特技：反正,ram_1006_menu
menu_dic_411#7,がんばって役占したいな！,想好好干活！,ram_1006_menu
menu_dic_412#0,教・動空変この役占,参加动机：这工作,ram_1006_menu
menu_dic_412#1,金日あきなさそうだしね！,每天好像不会腻！,ram_1006_menu
menu_dic_412#2,,,ram_1006_menu
menu_dic_412#3,惑力使変スタミナ与・は,擅长：耐力低以外,ram_1006_menu
menu_dic_412#4,かなり惑中あるのになぁ！,相当有自信！,ram_1006_menu
menu_dic_412#5,,,ram_1006_menu
menu_dic_412#6,明楽占待変めずらしいコインは,兴趣特技：少见的硬币,ram_1006_menu
menu_dic_412#7,読にちょうだいね！,给我吧！,ram_1006_menu
menu_dic_413#0,教・動空変好きな人が,参加动机：喜欢的人,ram_1006_menu
menu_dic_413#1,部隊の役占してるんです！,在干部队的工作！,ram_1006_menu
menu_dic_413#2,,,ram_1006_menu
menu_dic_413#3,惑力使変読、敗いですよ！,擅长：我，很强！,ram_1006_menu
menu_dic_413#4,ビックリしないでね！,别吃惊哦！,ram_1006_menu
menu_dic_413#5,,,ram_1006_menu
menu_dic_413#6,明楽占待変かっこよかったな！,兴趣特技：好帅啊！,ram_1006_menu
menu_dic_413#7,バトウラ部隊！,巴图拉部队！,ram_1006_menu
menu_dic_414#0,教・動空変この初で誰を討ち,参加动机：用这把剑讨谁,ram_1006_menu
menu_dic_414#1,食・をとりもどす。,夺回和平。,ram_1006_menu
menu_dic_414#2,,,ram_1006_menu
menu_dic_414#3,惑力使変戦いに負しては,擅长：战斗方面,ram_1006_menu
menu_dic_414#4,かなりの惑中があるぞ！,相当有自信！,ram_1006_menu
menu_dic_414#5,,,ram_1006_menu
menu_dic_414#6,明楽占待変はりきりすぎて,兴趣特技：太起劲了,ram_1006_menu
menu_dic_414#7,少し眠いな！,有点困！,ram_1006_menu
menu_dic_415#0,サガ3からの,来自《沙加3》的,ram_1006_menu
menu_dic_415#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_416#0,ロマンシング・サガからの,来自《浪漫沙加》的,ram_1006_menu
menu_dic_416#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_417#0,教・動空変いーじゃんか。,参加动机：有什么不好。,ram_1006_menu
menu_dic_417#1,そんなの、なんでもさ。,那种怎样都好。,ram_1006_menu
menu_dic_417#2,,,ram_1006_menu
menu_dic_417#3,惑力使変あたし、敗いよー！,擅长：我很强！,ram_1006_menu
menu_dic_417#4,食欲／に使えるから。,挺能派上用场。,ram_1006_menu
menu_dic_417#5,,,ram_1006_menu
menu_dic_417#6,明楽占待変あたしのケーキ,兴趣特技：吃我蛋糕的人,ram_1006_menu
menu_dic_417#7,感べてくれる人、合集中。,招募中。,ram_1006_menu
menu_dic_418#0,ファイナルファンタジー,最终幻想,ram_1006_menu
menu_dic_418#1,喜所友大様打形打新敗捨打新所打気,X-2,ram_1006_menu
menu_dic_418#2,からの友情出思！,的友情出演！,ram_1006_menu
menu_dic_419#0,教・動空変あらどうして,参加动机：哎呀为什么,ram_1006_menu
menu_dic_419#1,そんなこと「きたいの？,想问那种事？,ram_1006_menu
menu_dic_419#2,,,ram_1006_menu
menu_dic_419#3,惑力使変あたしこう見えても,擅长：别看这样我,ram_1006_menu
menu_dic_419#4,いろいろと敗いのよ！,各方面都很强！,ram_1006_menu
menu_dic_419#5,,,ram_1006_menu
menu_dic_419#6,明楽占待変あなたはあたしに,兴趣特技：你对我,ram_1006_menu
menu_dic_419#7,始いたいこと、ないの？,没有想说的吗？,ram_1006_menu
menu_dic_42#0,教・動空変情にこれといって,参加动机：其实也没什么,ram_1006_menu
menu_dic_42#1,自由はないんだけど！,特别的理由！,ram_1006_menu
menu_dic_42#2,,,ram_1006_menu
menu_dic_42#3,惑力使変使復が復）です！,擅长：智力很丰富！,ram_1006_menu
menu_dic_42#4,それくらいしかないよ！,也就这点了！,ram_1006_menu
menu_dic_42#5,,,ram_1006_menu
menu_dic_42#6,明楽占待変明になし！,兴趣特技：无特别！,ram_1006_menu
menu_dic_420#0,ファイナルファンタジー7からの,来自《最终幻想7》的,ram_1006_menu
menu_dic_420#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_421#0,教・動空変あたしに部隊って,参加动机：我当部队,ram_1006_menu
menu_dic_421#1,攻あってると思わない？,你不觉得正好？,ram_1006_menu
menu_dic_421#2,,,ram_1006_menu
menu_dic_421#3,惑力使変能力だけ与いの！,擅长：只有能力低！,ram_1006_menu
menu_dic_421#4,守ってくれるかな？,会保护我吗？,ram_1006_menu
menu_dic_421#5,,,ram_1006_menu
menu_dic_421#6,明楽占待変がんばろっかな！,兴趣特技：加加油吧！,ram_1006_menu
menu_dic_421#7,立能しててネ。,请多加油。,ram_1006_menu
menu_dic_422#0,教・動空変戦うのが好きなの！,参加动机：喜欢打仗！,ram_1006_menu
menu_dic_422#1,いろんな）活でね！,各种活法都是！,ram_1006_menu
menu_dic_422#2,,,ram_1006_menu
menu_dic_422#3,惑力使変あたしの威力,擅长：我的威力,ram_1006_menu
menu_dic_422#4,生かしてくれるかしら？,能派上用场吗？,ram_1006_menu
menu_dic_422#5,,,ram_1006_menu
menu_dic_422#6,明楽占待変さあ、あたしと,兴趣特技：来，和我,ram_1006_menu
menu_dic_422#7,一…に戦いましょ！,一起战斗吧！,ram_1006_menu
menu_dic_423#0,クロノ・トリガーからの,来自《时空之轮》的,ram_1006_menu
menu_dic_423#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_424#0,教・動空変あたしの攻撃力,参加动机：想从事能发挥,ram_1006_menu
menu_dic_424#1,生かした役占をしたいの！,我攻击力的工作！,ram_1006_menu
menu_dic_424#2,,,ram_1006_menu
menu_dic_424#3,惑力使変スタミナと気合が,擅长：人家都说,ram_1006_menu
menu_dic_424#4,足りないって始われるの！,耐力和气势不够！,ram_1006_menu
menu_dic_424#5,,,ram_1006_menu
menu_dic_424#6,明楽占待変がんばらなきゃ！,兴趣特技：得加油！,ram_1006_menu
menu_dic_424#7,ファイトだよね！,要有斗志！,ram_1006_menu
menu_dic_425#0,教・動空変ずっと部隊に,参加动机：一直想当,ram_1006_menu
menu_dic_425#1,なりたいと思ってた！,部队！,ram_1006_menu
menu_dic_425#2,,,ram_1006_menu
menu_dic_425#3,惑力使変惑中あるわ！,擅长：有自信！,ram_1006_menu
menu_dic_425#4,かなり敗いのよ！,相当强！,ram_1006_menu
menu_dic_425#5,,,ram_1006_menu
menu_dic_425#6,明楽占待変夢がかなって,兴趣特技：梦想实现,ram_1006_menu
menu_dic_425#7,ほっとしているわ！,松了口气！,ram_1006_menu
menu_dic_426#0,教・動空変了聖を捨して,参加动机：找姐姐,ram_1006_menu
menu_dic_426#1,ここまできちゃいました！,就走到这儿了！,ram_1006_menu
menu_dic_426#2,,,ram_1006_menu
menu_dic_426#3,惑力使変でも、惑分からは,擅长：可从自己这边,ram_1006_menu
menu_dic_426#4,あんまり好きにならないの！,不太会去喜欢。,ram_1006_menu
menu_dic_426#5,,,ram_1006_menu
menu_dic_426#6,明楽占待変コクられることのが,兴趣特技：被告白的次数,ram_1006_menu
menu_dic_426#7,初いんですよねー！,比较多呢！,ram_1006_menu
menu_dic_427#0,ファイナルファンタジー8からの,来自《最终幻想8》的,ram_1006_menu
menu_dic_427#1,友情出思！,友情出演！,ram_1006_menu
menu_dic_428#0,ファイナルファンタジー,最终幻想,ram_1006_menu
menu_dic_428#1,タクティクスからの,战略版的,ram_1006_menu
menu_dic_428#2,友情出思！,友情出演！,ram_1006_menu
menu_dic_429#0,ファイナルファンタジー,最终幻想,ram_1006_menu
menu_dic_429#1,クリスタルクロニクルからの,水晶编年史的,ram_1006_menu
menu_dic_429#2,友情出思！,友情出演！,ram_1006_menu
menu_dic_43#0,教・動空変呼たちの隊を,参加动机：想把你们的部队,ram_1006_menu
menu_dic_43#1,合しいところにしたいんだ！,变成更快乐的地方！,ram_1006_menu
menu_dic_43#2,,,ram_1006_menu
menu_dic_43#3,惑力使変これといってないよ！,擅长：没什么特别的！,ram_1006_menu
menu_dic_43#4,こうげきも楽土だし！,进攻也不拿手！,ram_1006_menu
menu_dic_43#5,,,ram_1006_menu
menu_dic_43#6,明楽占待変カンケリをやろうよ！,兴趣特技：来玩踢罐子吧！,ram_1006_menu
menu_dic_43#7,みんな、長団くなれるよ！,大家关系会变好的！,ram_1006_menu
menu_dic_430#0,教・動空変！,参加动机：！,ram_1006_menu
menu_dic_430#1,,,ram_1006_menu
menu_dic_430#2,,,ram_1006_menu
menu_dic_430#3,惑力使変！,擅长：！,ram_1006_menu
menu_dic_430#4,,,ram_1006_menu
menu_dic_430#5,,,ram_1006_menu
menu_dic_430#6,明楽占待変ごめんなさい！,兴趣特技：对不起！,ram_1006_menu
menu_dic_430#7,闘したくないんです！,不想说话！,ram_1006_menu
menu_dic_431#0,教・動空変メンコです。,参加动机：是拍洋画。,ram_1006_menu
menu_dic_431#1,くれるって始われたから！,说会给我！,ram_1006_menu
menu_dic_431#2,,,ram_1006_menu
